iter	RMSE
372	4.144299136
373	4.141313603
374	4.139927087
375	4.134885038
376	4.130723238
377	4.127928724
378	4.125091347
379	4.124127807
380	4.122008423
381	4.119000679
382	4.115530147
383	4.113245237
384	4.109881697
385	4.106035166
386	4.105890896
387	4.101874043
388	4.099514275
389	4.094358077
390	4.093506484
391	4.092520974
392	4.090154953
393	4.085218262
394	4.082776318
395	4.080637164
396	4.078885735
397	4.073483806
398	4.068790018
399	4.064477496
400	4.063137472
401	4.059912848
402	4.058400682
403	4.055445709
404	4.055186732
405	4.052946276
406	4.052128858
407	4.050677353
408	4.048702402
409	4.043497181
410	4.040187426
411	4.034762812
412	4.031924592
413	4.027084162
414	4.025699807
415	4.023888494
416	4.022862966
417	4.019958041
418	4.018325174
419	4.014207551
420	4.009965012
421	4.004835619
422	4.00324415
423	3.999786265
424	3.996612268
425	3.991511973
426	3.990738662
427	3.990129979
428	3.987673246
429	3.986851075
430	3.981613634
431	3.976366767
432	3.974289576
433	3.970572446
434	3.965910825
435	3.961129851
436	3.959141371
437	3.956065001
438	3.953594729
439	3.949751033
440	3.948207722
441	3.947375672
442	3.944690778
443	3.941563099
444	3.937599823
445	3.934696233
446	3.933076913
447	3.931741196
448	3.93041432
449	3.927095758
450	3.924466128
451	3.921000873
452	3.917360743
453	3.916197232
454	3.913374093
455	3.913059486
456	3.90904429
457	3.905953557
458	3.904557374
459	3.900230159
460	3.900033549
461	3.896703958
462	3.892254173
463	3.889085942
464	3.884622396
465	3.880946546
466	3.880756463
467	3.87980105
468	3.876012078
469	3.875109795
470	3.874392243
471	3.870876913
472	3.869040943
473	3.866660555
474	3.866481532
475	3.863906461
476	3.861402268
477	3.860591659
478	3.85703843
479	3.853613297
480	3.851780195
481	3.84717076
482	3.845692138
483	3.843597182
484	3.842403229
485	3.839325455
486	3.83777542
487	3.833397869
488	3.828796878
489	3.826502603
490	3.824151524
491	3.820908478
492	3.818388227
493	3.816002112
494	3.813502112
495	3.811391057
496	3.809502198
497	3.805525476
498	3.80220381
499	3.802056505
500	3.798159732
501	3.795666112
502	3.79203581
503	3.790262702
504	3.789474376
505	3.788446313
506	3.787486186
507	3.785961261
508	3.785145234
509	3.78246825
510	3.77878226
511	3.777569717
512	3.776482669
513	3.775591239
514	3.771605227
515	3.770331557
516	3.766311198
517	3.763569551
518	3.760742547
519	3.758766347
520	3.755005592
521	3.752978934
522	3.74976656
523	3.748365889
524	3.743984896
525	3.742868557
526	3.74145534
527	3.737940249
528	3.73561341
529	3.733075046
530	3.731155813
531	3.728631127
532	3.728477617
533	3.726136321
534	3.723860963
535	3.72369974
536	3.722251084
537	3.719305761
538	3.716934384
539	3.714791582
540	3.71240075
541	3.710946353
542	3.707890636
543	3.706350509
544	3.704182927
545	3.702229862
546	3.701341612
547	3.698279657
548	3.696643916
549	3.693948003
550	3.692786715
551	3.688655436
552	3.685009349
553	3.68399411
554	3.681474458
555	3.680152584
556	3.676594916
557	3.67596209
558	3.673471059
559	3.671139385
560	3.669924663
561	3.666821983
562	3.664098835
563	3.662689145
564	3.659832317
565	3.658178032
566	3.655051944
567	3.653898012
568	3.65074456
569	3.648745103
570	3.646885375
571	3.6449389
572	3.643251973
573	3.643151783
574	3.639859938
575	3.637706544
576	3.633561015
577	3.629778598
578	3.626516593
579	3.623430952
580	3.622577852
581	3.621406448
582	3.618539914
583	3.616351236
584	3.615405529
585	3.613736409
586	3.61009819
587	3.607236553
588	3.605019057
589	3.603107893
590	3.60301567
591	3.600260848
592	3.596865247
593	3.593888182
594	3.592468381
595	3.58842024
596	3.585015645
597	3.5821349
598	3.580930131
599	3.577682725
600	3.576557351
601	3.573480962
602	3.570992
603	3.570171385
604	3.567065229
605	3.565277811
606	3.563025483
607	3.559079025
608	3.557299839
609	3.554573856
610	3.552208999
611	3.552107555
612	3.550657145
613	3.549306179
614	3.547342787
615	3.545796618
616	3.542067435
617	3.539567153
618	3.53843152
619	3.534666522
620	3.532750954
621	3.531643503
622	3.529735906
623	3.528115938
624	3.526293012
625	3.522384317
626	3.519645359
627	3.518176657
628	3.51519822
629	3.511862253
630	3.510954234
631	3.50891065
632	3.505365217
633	3.503365784
634	3.502252062
635	3.501178184
636	3.497583803
637	3.495789272
638	3.495474689
639	3.493132453
640	3.490652568
641	3.489171711
642	3.486581396
643	3.484558417
644	3.483663371
645	3.482306926
646	3.479543485
647	3.476597811
648	3.474828958
649	3.471398609
650	3.468882918
651	3.467105705
652	3.467005984
653	3.465588826
654	3.461020429
655	3.458341805
656	3.458208515
657	3.45811916
658	3.455291432
659	3.452385025
660	3.449529383
661	3.448217511
662	3.446574973
663	3.443086613
664	3.440224067
665	3.436607186
666	3.434767449
667	3.43303239
668	3.43236958
669	3.431966454
670	3.429224775
671	3.427622375
672	3.423947032
673	3.42099355
674	3.416827247
675	3.414950686
676	3.414030831
677	3.412615693
678	3.411357398
679	3.407901825
680	3.405544281
681	3.403178229
682	3.402294398
683	3.399839465
684	3.398638828
685	3.397105395
686	3.395099626
687	3.394172714
688	3.390875955
689	3.38981602
690	3.387039489
691	3.386217429
692	3.384932858
693	3.384124841
694	3.383181289
695	3.38266042
696	3.380234401
697	3.376820281
698	3.374066884
699	3.371817
700	3.369909023
701	3.369451932
702	3.367024098
703	3.366193518
704	3.363801307
705	3.361594654
706	3.358682794
707	3.357124979
708	3.354673432
709	3.353156746
710	3.352459536
711	3.349944056
712	3.347658679
713	3.344070781
714	3.342390705
715	3.342022484
716	3.340169009
717	3.339171995
718	3.336985317
719	3.333849726
720	3.332933139
721	3.332019872
722	3.33131437
723	3.328370151
724	3.327763438
725	3.326247598
726	3.322804815
727	3.321408236
728	3.318866466
729	3.315682632
730	3.314358689
731	3.314036449
732	3.310699701
733	3.307707491
734	3.307120609
735	3.303575944
736	3.302843521
737	3.302305726
738	3.300195475
739	3.298679427
740	3.296182487
741	3.295097125
742	3.293501158
743	3.293290508
744	3.292093436
745	3.289144189
746	3.288507
747	3.286856895
748	3.284315809
749	3.283060915
750	3.281343619
751	3.280095619
752	3.278783377
753	3.277036833
754	3.27697576
755	3.27433976
756	3.272338793
757	3.270244286
758	3.270173706
759	3.268814903
760	3.26630055
761	3.262952487
762	3.260759037
763	3.257475277
764	3.255999144
765	3.254016077
766	3.25282811
767	3.251292417
768	3.249278825
769	3.247150024
770	3.244844524
771	3.244000433
772	3.241073365
773	3.239155269
774	3.238384116
775	3.237596069
776	3.235304373
777	3.233655966
778	3.232410103
779	3.231831597
780	3.230854131
781	3.230172783
782	3.229029717
783	3.225830775
784	3.225173309
785	3.222360106
786	3.218807833
787	3.218058094
788	3.215154709
789	3.214360165
790	3.211894675
791	3.208822343
792	3.207125772
793	3.205825072
794	3.203647307
795	3.20065912
796	3.199282739
797	3.197878036
798	3.196434522
799	3.194385274
800	3.192560466
801	3.191754859
802	3.191011815
803	3.187976733
804	3.185959664
805	3.184121592
806	3.181551665
807	3.178273066
808	3.178177064
809	3.175875812
810	3.175208369
811	3.174191173
812	3.172399057
813	3.169783301
814	3.169121136
815	3.169050872
816	3.166492738
817	3.165692425
818	3.163913455
819	3.16220235
820	3.161646084
821	3.160488895
822	3.15794125
823	3.157461098
824	3.155259121
825	3.154375113
826	3.15385692
827	3.151054138
828	3.147189996
829	3.147151271
830	3.146042638
831	3.143002273
832	3.140024939
833	3.139550393
834	3.139113502
835	3.138262694
836	3.137243684
837	3.135627049
838	3.132636947
839	3.132037281
840	3.129792047
841	3.127997102
842	3.127820507
843	3.126875433
844	3.12671192
845	3.126540867
846	3.123884965
847	3.122612583
848	3.120244289
849	3.118145744
850	3.115505467
851	3.113598884
852	3.111671149
853	3.108838946
854	3.107298101
855	3.106495691
856	3.106143089
857	3.105030186
858	3.104404294
859	3.101961578
860	3.099945779
861	3.099110671
862	3.096050543
863	3.095064542
864	3.092043728
865	3.091876238
866	3.089840556
867	3.087389799
868	3.086840544
869	3.085942999
870	3.085180445
871	3.085024006
872	3.084857744
873	3.0844057
874	3.082698352
875	3.08254579
876	3.079881944
877	3.079791289
878	3.079265957
879	3.077918411
880	3.076746645
881	3.07552721
882	3.075451614
883	3.073291488
884	3.070745089
885	3.070336631
886	3.069179582
887	3.066392476
888	3.066079011
889	3.063672141
890	3.063400448
891	3.06219246
892	3.061013357
893	3.060616227
894	3.059225781
895	3.05825723
896	3.056030728
897	3.054885202
898	3.054719446
899	3.051398586
900	3.049315735
901	3.048021366
902	3.046181216
903	3.043870071
904	3.042757433
905	3.039759902
906	3.03943356
907	3.035184585
908	3.033528857
909	3.032182796
910	3.030145657
911	3.027935647
912	3.026980796
913	3.026712025
914	3.024866445
915	3.022164499
916	3.020475162
917	3.020242959
918	3.018475943
919	3.017099286
920	3.015622436
921	3.013134654
922	3.011637632
923	3.009814463
924	3.007880688
925	3.007320487
926	3.007275775
927	3.004542532
928	3.004321955
929	3.004122854
930	3.00363814
931	3.002186337
932	2.999614262
933	2.999432128
934	2.999182938
935	2.99887733
936	2.997533205
937	2.996300032
938	2.99467337
939	2.992326501
940	2.990715686
941	2.989887972
942	2.989718297
943	2.988168728
944	2.986534906
945	2.984854815
946	2.983254265
947	2.979850307
948	2.977718878
949	2.976539897
950	2.975442789
951	2.975235055
952	2.97343815
953	2.970459621
954	2.970375964
955	2.96818656
956	2.967174252
957	2.966331065
958	2.963622807
959	2.961274058
960	2.961092189
961	2.961029326
962	2.959042286
963	2.956853789
964	2.955584126
965	2.953110293
966	2.952530448
967	2.952208105
968	2.95024942
969	2.948320967
970	2.947475789
971	2.946530952
972	2.945972936
973	2.945865007
974	2.944202981
975	2.943400546
976	2.940595597
977	2.940130042
978	2.938668266
979	2.9373146
980	2.93671533
981	2.935546966
982	2.934364788
983	2.932704827
984	2.930504756
985	2.930063189
986	2.928348664
987	2.92592971
988	2.92472096
989	2.923344585
990	2.923008437
991	2.921104304
992	2.9208927
993	2.919280505
994	2.919116515
995	2.917890738
996	2.917753739
997	2.91688014
998	2.916340246
999	2.916244335
